title,title_detail,link,links,author,authors,published,published_parsed,tags,id,guidislink,summary,source,appids,title_summary,nouns,date_str
‘Near-Impossible’ No Man’s Sky Switch Port Coming October 7,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': '‘Near-Impossible’ No Man’s Sky Switch Port Coming October 7'}",https://kotaku.com/no-man-s-sky-nintendo-switch-hello-games-sean-murray-ps-1849096661,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/no-man-s-sky-nintendo-switch-hello-games-sean-murray-ps-1849096661'}]",Ian Walker,[{'name': 'Ian Walker'}],"Thu, 23 Jun 2022 13:00:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=23, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=174, tm_isdst=0)","[{'term': 'procedural generation', 'scheme': None, 'label': None}, {'term': 'sean murray', 'scheme': None, 'label': None}, {'term': 'windows games', 'scheme': None, 'label': None}, {'term': 'hello games', 'scheme': None, 'label': None}, {'term': 'sky uk', 'scheme': None, 'label': None}, {'term': 'no mans sky', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}]",1849096661,False,"hello games is bringing massive spacefaring sim no man’s sky and most of its updates from the past six years to switch on october 7, the company announced this morning. a physical edition of the complete, remastered playstation 5 version is also planned for the same day.read more...",kotaku,,"‘Near-Impossible’ No Man’s Sky Switch Port Coming October 7 hello games is bringing massive spacefaring sim no man’s sky and most of its updates from the past six years to switch on october 7, the company announced this morning. a physical edition of the complete, remastered playstation 5 version is also planned for the same day.read more...","['the past six years', 'its updates', 'massive spacefaring sim', 'the complete, remastered playstation 5 version', 'a physical edition', '‘near-impossible’ no man’s sky switch port coming october 7 hello games', 'the same day.read', 'no man’s sky', 'the company', 'october']",2022-06-23 13:00:00
Super Mario Odyssey Mod Adds 10-Player Multiplayer,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Super Mario Odyssey Mod Adds 10-Player Multiplayer'}",https://kotaku.com/super-mario-odyssey-mod-switch-10-player-co-op-nintendo-1849083672,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/super-mario-odyssey-mod-switch-10-player-co-op-nintendo-1849083672'}]",Luke Plunkett,[{'name': 'Luke Plunkett'}],"Thu, 23 Jun 2022 02:50:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=23, tm_hour=2, tm_min=50, tm_sec=0, tm_wday=3, tm_yday=174, tm_isdst=0)","[{'term': 'super mario odyssey', 'scheme': None, 'label': None}, {'term': 'mario', 'scheme': None, 'label': None}, {'term': 'video games developed in japan', 'scheme': None, 'label': None}, {'term': 'nintendo', 'scheme': None, 'label': None}, {'term': 'marios', 'scheme': None, 'label': None}, {'term': 'video gaming', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}, {'term': 'video game consoles', 'scheme': None, 'label': None}, {'term': 'nintendo switch', 'scheme': None, 'label': None}]",1849083672,False,"super mario odyssey on the nintendo switch? it’s a 1.5-player joint (it’s not true co-op, nobody wants to be the hat). this modded version of super mario odyssey? well, it’s a 10-player game, which makes it looks more like the super mario multiverse.read more...",kotaku,,"Super Mario Odyssey Mod Adds 10-Player Multiplayer super mario odyssey on the nintendo switch? it’s a 1.5-player joint (it’s not true co-op, nobody wants to be the hat). this modded version of super mario odyssey? well, it’s a 10-player game, which makes it looks more like the super mario multiverse.read more...","['a 10-player game', 'op', 'the hat', 'this modded version', '-', 'nobody', 'the super mario', 'the nintendo switch', 'mario odyssey mod', 'odyssey', 'co', 'super mario', 'a 1.5-player joint']",2022-06-23 02:50:00
Yakuza Fan Is Fixing The PS2 Original's Mistakes,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': ""Yakuza Fan Is Fixing The PS2 Original's Mistakes""}",https://kotaku.com/yakuza-sega-ps2-subtitles-mod-project-localization-orig-1849096632,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/yakuza-sega-ps2-subtitles-mod-project-localization-orig-1849096632'}]",Luke Plunkett,[{'name': 'Luke Plunkett'}],"Thu, 23 Jun 2022 00:00:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=23, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=174, tm_isdst=0)","[{'term': 'yakuza', 'scheme': None, 'label': None}, {'term': 'ps2', 'scheme': None, 'label': None}, {'term': 'video games developed in japan', 'scheme': None, 'label': None}, {'term': 'single player video games', 'scheme': None, 'label': None}, {'term': 'playstation 2', 'scheme': None, 'label': None}, {'term': 'video game sequels', 'scheme': None, 'label': None}, {'term': 'action adventure games', 'scheme': None, 'label': None}, {'term': 'sega', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}, {'term': 'michael madsen', 'scheme': None, 'label': None}, {'term': 'creative works', 'scheme': None, 'label': None}, {'term': 'like a dragon', 'scheme': None, 'label': None}, {'term': 'mark hamill', 'scheme': None, 'label': None}, {'term': 'eliza dushku', 'scheme': None, 'label': None}]",1849096632,False,"it’s easy to forget in 2022, now that it feels like we get a new or remastered yakuza game every six months, that for a very long time the series was mia from western shores. in large part this was down to the disastrous decisions made by sega for the original game’s release back in 2006.read more...",kotaku,,"Yakuza Fan Is Fixing The PS2 Original's Mistakes it’s easy to forget in 2022, now that it feels like we get a new or remastered yakuza game every six months, that for a very long time the series was mia from western shores. in large part this was down to the disastrous decisions made by sega for the original game’s release back in 2006.read more...","['yakuza fan', 'a very long time', 'the original game’s release', 'western shores', 'a new or remastered yakuza game', ""the ps2 original's mistakes"", 'the disastrous decisions', 'large part', 'sega', 'the series']",2022-06-23 00:00:00
Here’s How To Cheat Your Way Around KOTOR II’s Game-Breaking Crash On Switch,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Here’s How To Cheat Your Way Around KOTOR II’s Game-Breaking Crash On Switch'}",https://kotaku.com/kotor-2-switch-bug-fix-star-wars-crash-onderon-cheat-sw-1849095888,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/kotor-2-switch-bug-fix-star-wars-crash-onderon-cheat-sw-1849095888'}]",Sisi Jiang,[{'name': 'Sisi Jiang'}],"Wed, 22 Jun 2022 21:30:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=22, tm_hour=21, tm_min=30, tm_sec=0, tm_wday=2, tm_yday=173, tm_isdst=0)","[{'term': 'star wars knights of the old republic ii the sith lords', 'scheme': None, 'label': None}, {'term': 'software', 'scheme': None, 'label': None}, {'term': 'windows games', 'scheme': None, 'label': None}, {'term': 'role playing video games', 'scheme': None, 'label': None}, {'term': 'aspyr', 'scheme': None, 'label': None}, {'term': 'video game sequels', 'scheme': None, 'label': None}, {'term': 'kotaku', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}, {'term': 'jedi', 'scheme': None, 'label': None}, {'term': 'single player video games', 'scheme': None, 'label': None}, {'term': 'nintendo', 'scheme': None, 'label': None}, {'term': 'onderon', 'scheme': None, 'label': None}, {'term': 'wii system software', 'scheme': None, 'label': None}, {'term': 'star wars knights of the old republic', 'scheme': None, 'label': None}, {'term': 'cheating in video games', 'scheme': None, 'label': None}]",1849095888,False,"this week aspyr, the studio behind the nintendo switch port of knights of the old republic ii: the sith lords, acknowledged the existence of a bug that caused the game to crash during the main quest, preventing at least some players from completing the game. read more...",kotaku,,"Here’s How To Cheat Your Way Around KOTOR II’s Game-Breaking Crash On Switch this week aspyr, the studio behind the nintendo switch port of knights of the old republic ii: the sith lords, acknowledged the existence of a bug that caused the game to crash during the main quest, preventing at least some players from completing the game. read more...","['the main quest', 'kotor ii’s game-breaking crash', 'your way', 'at least some players', 'the old republic ii', 'a bug', 'the game', 'the existence', 'the nintendo switch port', 'switch', 'the studio', 'the sith lords', 'knights']",2022-06-22 21:30:00
"Sony’s Skipping Gamescom 2022, So Forget About Any God Of War Ragnarök News","{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Sony’s Skipping Gamescom 2022, So Forget About Any God Of War Ragnarök News'}",https://kotaku.com/sony-gamescom-2022-onl-opening-night-playstation-god-of-1849095480,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/sony-gamescom-2022-onl-opening-night-playstation-god-of-1849095480'}]",Zack Zwiezen,[{'name': 'Zack Zwiezen'}],"Wed, 22 Jun 2022 20:45:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=22, tm_hour=20, tm_min=45, tm_sec=0, tm_wday=2, tm_yday=173, tm_isdst=0)","[{'term': 'gamescom', 'scheme': None, 'label': None}, {'term': 'god of war', 'scheme': None, 'label': None}, {'term': 'sony', 'scheme': None, 'label': None}, {'term': 'take two interactive', 'scheme': None, 'label': None}, {'term': 'video gaming in germany', 'scheme': None, 'label': None}, {'term': 'activision blizzard', 'scheme': None, 'label': None}, {'term': 'geoff keighley', 'scheme': None, 'label': None}, {'term': 'entertainment', 'scheme': None, 'label': None}, {'term': 'video game industry', 'scheme': None, 'label': None}, {'term': 'articles', 'scheme': None, 'label': None}, {'term': 'e3', 'scheme': None, 'label': None}, {'term': 'nintendo', 'scheme': None, 'label': None}, {'term': 'microsoft', 'scheme': None, 'label': None}, {'term': 'video gaming', 'scheme': None, 'label': None}]",1849095480,False,"one of the largest video game brands in the world, playstation, has confirmed that it will not be a part of the annual gamescom 2022 trade show, nor will it have any big news or announcements to share during the opening night live event hosted by video game pope, geoff keighley. it joins other companies skipping the…read more...",kotaku,1593500,"Sony’s Skipping Gamescom 2022, So Forget About Any God Of War Ragnarök News one of the largest video game brands in the world, playstation, has confirmed that it will not be a part of the annual gamescom 2022 trade show, nor will it have any big news or announcements to share during the opening night live event hosted by video game pope, geoff keighley. it joins other companies skipping the…read more...","['the world', 'a part', 'any god', 'sony', 'playstation', 'war ragnarök news', 'any big news', 'geoff keighley', 'live event', 'the opening night', 'other companies', 'the annual gamescom 2022 trade show', 'the largest video game brands', 'announcements', 'video game pope', 'skipping gamescom']",2022-06-22 20:45:00
Vilifying Amber Heard Shows We Learned Nothing From GamerGate,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Vilifying Amber Heard Shows We Learned Nothing From GamerGate'}",https://kotaku.com/amber-heard-johnny-depp-trial-gamergate-me-too-twitch-1849095122,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/amber-heard-johnny-depp-trial-gamergate-me-too-twitch-1849095122'}]",Ashley Bardhan,[{'name': 'Ashley Bardhan'}],"Wed, 22 Jun 2022 20:05:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=22, tm_hour=20, tm_min=5, tm_sec=0, tm_wday=2, tm_yday=173, tm_isdst=0)","[{'term': 'amber heard', 'scheme': None, 'label': None}, {'term': 'gamergate', 'scheme': None, 'label': None}, {'term': 'heard', 'scheme': None, 'label': None}, {'term': 'paul bettany', 'scheme': None, 'label': None}, {'term': 'metoo movement', 'scheme': None, 'label': None}, {'term': 'mariska hargitay', 'scheme': None, 'label': None}, {'term': 'hunter s thompson', 'scheme': None, 'label': None}, {'term': 'american people of german descent', 'scheme': None, 'label': None}, {'term': 'american television series', 'scheme': None, 'label': None}, {'term': 'twitch', 'scheme': None, 'label': None}, {'term': 'peaches', 'scheme': None, 'label': None}, {'term': 'mason', 'scheme': None, 'label': None}, {'term': 'britney spears', 'scheme': None, 'label': None}, {'term': 'spokespersons', 'scheme': None, 'label': None}, {'term': 'sexual harassment', 'scheme': None, 'label': None}, {'term': 'lara crofts', 'scheme': None, 'label': None}, {'term': 'jane eyre', 'scheme': None, 'label': None}, {'term': 's thompson', 'scheme': None, 'label': None}, {'term': 'tiktok', 'scheme': None, 'label': None}, {'term': 'television series', 'scheme': None, 'label': None}, {'term': 'harvey weinstein', 'scheme': None, 'label': None}, {'term': 'hashtags', 'scheme': None, 'label': None}, {'term': 'johnny depp', 'scheme': None, 'label': None}, {'term': 'actors', 'scheme': None, 'label': None}]",1849095122,False,"“she’s not a perfect victim,” mariska hargitay says in law and order: svu. recent headlines say the same about amber heard. heard said as much about herself. “but,” hargitay says, “she is not making this up.” read more...",kotaku,,"Vilifying Amber Heard Shows We Learned Nothing From GamerGate “she’s not a perfect victim,” mariska hargitay says in law and order: svu. recent headlines say the same about amber heard. heard said as much about herself. “but,” hargitay says, “she is not making this up.” read more...","['order', 'amber', 'recent headlines', 'heard', '” hargitay', 'a perfect victim', 'mariska hargitay', 'vilifying amber', 'nothing', 'law', 'shows']",2022-06-22 20:05:00
"No, Amazon, I Didn’t Mean ‘Fire Emblem Warriors: Three Holes’","{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'No, Amazon, I Didn’t Mean ‘Fire Emblem Warriors: Three Holes’'}",https://kotaku.com/fire-emblem-warriors-three-hopes-holes-nintendo-amazon-1849095149,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/fire-emblem-warriors-three-hopes-holes-nintendo-amazon-1849095149'}]",Ian Walker,[{'name': 'Ian Walker'}],"Wed, 22 Jun 2022 19:50:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=22, tm_hour=19, tm_min=50, tm_sec=0, tm_wday=2, tm_yday=173, tm_isdst=0)","[{'term': 'emblem', 'scheme': None, 'label': None}, {'term': 'fire emblem', 'scheme': None, 'label': None}, {'term': 'fire emblem warriors', 'scheme': None, 'label': None}, {'term': 'video games developed in japan', 'scheme': None, 'label': None}, {'term': 'jeff bezos', 'scheme': None, 'label': None}, {'term': 'strategy video games', 'scheme': None, 'label': None}, {'term': 'bezos', 'scheme': None, 'label': None}, {'term': 'creative works', 'scheme': None, 'label': None}, {'term': 'three houses', 'scheme': None, 'label': None}, {'term': 'amazon river', 'scheme': None, 'label': None}, {'term': 'amazon rainforest', 'scheme': None, 'label': None}, {'term': 'yuri', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}]",1849095149,False,"if you, like me, were intrigued by the recent smattering of fire emblem warriors: three hopes reviews and went looking for a copy on amazon, the online retailer probably responded with a funny question: “did you mean fire emblem warriors: three holes?” thank you for asking, bezos-mart, but no, i literally didn’t mean…read more...",kotaku,,"No, Amazon, I Didn’t Mean ‘Fire Emblem Warriors: Three Holes’ if you, like me, were intrigued by the recent smattering of fire emblem warriors: three hopes reviews and went looking for a copy on amazon, the online retailer probably responded with a funny question: “did you mean fire emblem warriors: three holes?” thank you for asking, bezos-mart, but no, i literally didn’t mean…read more...","['a copy', 'the online retailer', 'a funny question', 'amazon', '‘fire emblem warriors', 'the recent smattering', 'reviews', 'bezos', 'mart', 'three holes', 'fire emblem warriors']",2022-06-22 19:50:00
Splatoon 3 Has Shown Tons Of Cool New Stuff Lately,"{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Splatoon 3 Has Shown Tons Of Cool New Stuff Lately'}",https://kotaku.com/nintendo-splatoon-3-switch-september-release-date-inkli-1849094870,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/nintendo-splatoon-3-switch-september-release-date-inkli-1849094870'}]",Jeremy Winslow,[{'name': 'Jeremy Winslow'}],"Wed, 22 Jun 2022 19:35:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=22, tm_hour=19, tm_min=35, tm_sec=0, tm_wday=2, tm_yday=173, tm_isdst=0)","[{'term': 'splatoon', 'scheme': None, 'label': None}, {'term': 'video games developed in japan', 'scheme': None, 'label': None}, {'term': 'third person shooters', 'scheme': None, 'label': None}, {'term': 'video game sequels', 'scheme': None, 'label': None}, {'term': 'video game characters', 'scheme': None, 'label': None}, {'term': 'nintendo switch', 'scheme': None, 'label': None}, {'term': 'front roe', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}, {'term': 'inkling', 'scheme': None, 'label': None}, {'term': 'nintendo', 'scheme': None, 'label': None}]",1849094870,False,"nintendo has been showing off a lotta splatoon 3 on twitter lately, and idk if you’ve been paying attention, but everything in the upcoming colorful shooter is looking sick. there are new customization options for your character, more weapons to experiment with, an additional map to play on, a look at the octolings,…read more...",kotaku,,"Splatoon 3 Has Shown Tons Of Cool New Stuff Lately nintendo has been showing off a lotta splatoon 3 on twitter lately, and idk if you’ve been paying attention, but everything in the upcoming colorful shooter is looking sick. there are new customization options for your character, more weapons to experiment with, an additional map to play on, a look at the octolings,…read more...","[', more weapons to experiment with, an additional map', 'a look', 'a lotta', 'the octolings,', 'your character', 'twitter', 'splatoon', 'tons', 'attention', 'everything', 'the upcoming colorful shooter', 'cool new stuff', 'new customization options']",2022-06-22 19:35:00
"PlayStation’s Big Summer Sale Is On, And It’s Actually Not Bad","{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'PlayStation’s Big Summer Sale Is On, And It’s Actually Not Bad'}",https://kotaku.com/playstation-summer-sale-2022-ps4-ps5-sekiro-assassins-c-1849094943,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/playstation-summer-sale-2022-ps4-ps5-sekiro-assassins-c-1849094943'}]",Ari Notis,[{'name': 'Ari Notis'}],"Wed, 22 Jun 2022 19:20:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=22, tm_hour=19, tm_min=20, tm_sec=0, tm_wday=2, tm_yday=173, tm_isdst=0)","[{'term': 'playstation', 'scheme': None, 'label': None}, {'term': 'assassins creed', 'scheme': None, 'label': None}, {'term': 'the witcher 3', 'scheme': None, 'label': None}, {'term': 'creative works', 'scheme': None, 'label': None}, {'term': 'windows games', 'scheme': None, 'label': None}, {'term': 'ubisoft', 'scheme': None, 'label': None}, {'term': 'sekiro shadows die twice', 'scheme': None, 'label': None}, {'term': 'video game publishers', 'scheme': None, 'label': None}, {'term': 'sony', 'scheme': None, 'label': None}, {'term': 'fromsoftware', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}, {'term': 'bandai namco', 'scheme': None, 'label': None}, {'term': 'video games developed in japan', 'scheme': None, 'label': None}, {'term': 'square enix', 'scheme': None, 'label': None}, {'term': 'single player video games', 'scheme': None, 'label': None}, {'term': 'rpg', 'scheme': None, 'label': None}, {'term': 'action adventure games', 'scheme': None, 'label': None}]",1849094943,False,"at this point, it almost seems silly to pay full price for a playstation game. fresh on the heels of one big sale for playstation 4 and playstation 5, sony has kicked off another. it’s not as good as last month’s, but it’s not bad, especially for those who’ve been holding off on some of the bigger games of last…read more...",kotaku,,"PlayStation’s Big Summer Sale Is On, And It’s Actually Not Bad at this point, it almost seems silly to pay full price for a playstation game. fresh on the heels of one big sale for playstation 4 and playstation 5, sony has kicked off another. it’s not as good as last month’s, but it’s not bad, especially for those who’ve been holding off on some of the bigger games of last…read more...","['the heels', 'another', 'last month', 'the bigger games', 'a playstation game', 'this point', 'playstation', 'sony', 'full price', 'playstation’s big summer sale', 'one big sale']",2022-06-22 19:20:00
"Final Fantasy XVI Will Be Darker And More Mature, Says Producer","{'type': 'text/plain', 'language': None, 'base': 'https://kotaku.com/rss', 'value': 'Final Fantasy XVI Will Be Darker And More Mature, Says Producer'}",https://kotaku.com/final-fantasy-xvi-ffxiv-yoshi-p-naoki-yoshida-square-en-1849094421,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://kotaku.com/final-fantasy-xvi-ffxiv-yoshi-p-naoki-yoshida-square-en-1849094421'}]",Sisi Jiang,[{'name': 'Sisi Jiang'}],"Wed, 22 Jun 2022 18:20:00 GMT","time.struct_time(tm_year=2022, tm_mon=6, tm_mday=22, tm_hour=18, tm_min=20, tm_sec=0, tm_wday=2, tm_yday=173, tm_isdst=0)","[{'term': 'final fantasy', 'scheme': None, 'label': None}, {'term': 'massively multiplayer online role playing games', 'scheme': None, 'label': None}, {'term': 'video games developed in japan', 'scheme': None, 'label': None}, {'term': 'video game remakes', 'scheme': None, 'label': None}, {'term': 'windows games', 'scheme': None, 'label': None}, {'term': 'role playing video games', 'scheme': None, 'label': None}, {'term': 'naoki yoshida', 'scheme': None, 'label': None}, {'term': 'rpg', 'scheme': None, 'label': None}, {'term': 'video gaming', 'scheme': None, 'label': None}, {'term': 'video games', 'scheme': None, 'label': None}]",1849094421,False,final fantasy xvi producer naoki yoshida said in recent interviews that the latest entry in the long-running jrpg series will tackle “more mature” themes than its predecessors.read more...,kotaku,,"Final Fantasy XVI Will Be Darker And More Mature, Says Producer final fantasy xvi producer naoki yoshida said in recent interviews that the latest entry in the long-running jrpg series will tackle “more mature” themes than its predecessors.read more...","['final fantasy xvi', 'its predecessors.read', 'the long-running jrpg series', 'the latest entry', '“more mature” themes', 'producer final fantasy xvi producer naoki yoshida', 'recent interviews']",2022-06-22 18:20:00
